Sample	Unassigned_MultiMapping	Unassigned_rRNA	Unassigned_Duplicate	Unassigned_Ambiguity	Unassigned_Secondary	Unassigned_Read_Type	Unassigned_Overlapping_Length	Unassigned_Unmapped	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_NonSplit	Unassigned_NoFeatures	Total	Unassigned_Chimera	percent_assigned	Unassigned_FragmentLength	Assigned	reads_aligned	not_aligned	not_aligned_percentage	reads_aligned_percentage	reads_processed	per_sequence_gc_content	per_base_sequence_quality	per_sequence_quality_scores	sequence_length_distribution	total_deduplicated_percentage	Encoding	sequence_duplication_levels	Total Sequences	Sequence length	per_base_sequence_content	%GC	per_tile_sequence_quality	per_base_n_content	Sequences flagged as poor quality	File type	median_sequence_length	adapter_content	Filename	Total Bases	basic_statistics	overrepresented_sequences	avg_sequence_length	quality_trimmed	cutadapt_version	r_processed	r_with_adapters	r_written	bp_written	percent_trimmed	bp_processed	pe_antisense	pe_sense	failed	se_sense	se_antisense
SRX6700164	0	652374	0	41934	0	0	4143440	14901300	0	0	0	4944050	82795838	0	70.18799665	0	58112740	33947269	7450650	18	82	41397919	pass	pass	pass	warn	7.863286275	Sanger / Illumina 1.9	fail	41397919	20-126	fail	48		pass	0	Conventional base calls	122	pass	SRX6700164_val_2.fq.gz	4.8 Gbp	pass	pass	117.37357	68335895	4.4	41675613	20320359	41675613	4984593139	5.075750156	5251127238	0.3833	0.0303	0.5864		
SRX6700165	0	155234	0	41853	0	0	3829965	15713944	0	0	0	7105467	84576486	0	68.25776966	0	57730023	34431271	7856972	18.58	81.42	42288243	pass	pass	pass	warn	8.062855553	Sanger / Illumina 1.9	fail	42288243	20-126	fail	48		pass	0	Conventional base calls	122	pass	SRX6700165_val_2.fq.gz	5 Gbp	pass	warn	118.7875882	218925670	4.4	42557864	15925222	42557864	5024802423	6.293736195	5362290864	0.3168	0.0348	0.6483		
SRX6700166	0	618138	0	29933	0	0	3314929	15583154	0	0	0	4943946	72967180	0	66.43682817	0	48477080	28692013	7791577	21.36	78.64	36483590	warn	pass	pass	warn	9.284623789	Sanger / Illumina 1.9	fail	36483590	20-126	fail	47		pass	0	Conventional base calls	122	pass	SRX6700166_val_2.fq.gz	4.2 Gbp	pass	warn	117.4100561	183620123	4.4	36763815	16212669	36763815	4285108409	7.493830831	4632240690	0.3865	0.0364	0.5771		
SRX6700168	0	336073	0	35630	0	0	3517904	17277220	0	0	0	5160083	79435148	0	66.85735388	0	53108238	31078964	8638610	21.75	78.25	39717574	warn	pass	pass	warn	9.248939866	Sanger / Illumina 1.9	fail	39717574	20-126	fail	47		pass	0	Conventional base calls	126	pass	SRX6700168_val_1.fq.gz	4.8 Gbp	pass	warn	121.1685707	47070017	4.4	39959781	17832379	39959781	4836426015	3.942583038	5034932406	0.3862	0.0325	0.5813		
SRX6700169	0	641917	0	28761	0	0	2976123	15928708	0	0	0	4491511	70172562	0	65.70309062	0	46105542	27121927	7964354	22.7	77.3	35086281	warn	pass	pass	warn	9.924710307	Sanger / Illumina 1.9	fail	35086281	20-126	fail	47		pass	0	Conventional base calls	126	pass	SRX6700169_val_1.fq.gz	4.2 Gbp	pass	warn	120.3999709	191752261	4.4	35372372	14587418	35372372	4157542887	6.717106449	4456918872	0.4084	0.0324	0.5591		
SRX6700170	0	268754	0	35798	0	0	3483178	17806616	0	0	0	5677496	81963910	0	66.72701193	0	54692068	32078647	8903308	21.72	78.28	40981955	pass	pass	pass	warn	8.396058538	Sanger / Illumina 1.9	fail	40981955	20-126	fail	47		pass	0	Conventional base calls	122	pass	SRX6700170_val_2.fq.gz	4.8 Gbp	pass	warn	118.0928196	65342088	4.4	41221985	19532692	41221985	4952006986	4.658539015	5193970110	0.4012	0.0329	0.5659		
SRX6700171	0	739033	0	38353	0	0	2493842	22923484	0	0	0	10731845	88530086	0	58.2892566	0	51603529	32803301	11461742	25.89	74.11	44265043	pass	pass	pass	warn	9.43165165	Sanger / Illumina 1.9	fail	44265043	20-126	fail	47		pass	0	Conventional base calls	122	pass	SRX6700171_val_2.fq.gz	5.2 Gbp	pass	warn	118.323601	211574651	4.4	44531620	18755535	44531620	5238817259	6.632826845	5610984120	0.3545	0.0603	0.5852		
SRX6700172	0	346154	0	37440	0	0	2465973	21330950	0	0	0	9759519	80332388	0	57.75049535	0	46392352	29500719	10665475	26.55	73.45	40166194	warn	pass	pass	warn	10.24776787	Sanger / Illumina 1.9	fail	40166194	20-126	fail	47		pass	0	Conventional base calls	122	pass	SRX6700172_val_2.fq.gz	4.7 Gbp	pass	warn	118.5732099	199433068	4.4	40413883	16930741	40413883	4764024187	6.443744171	5092149258	0.3515	0.0612	0.5873		
SRX6700173	0	567478	0	29918	0	0	2021417	19162180	0	0	0	9159050	69953074	0	55.77028824	0	39013031	25395447	9581090	27.39	72.61	34976537	pass	pass	pass	warn	11.42878311	Sanger / Illumina 1.9	fail	34976537	20-126	fail	47		pass	0	Conventional base calls	122	pass	SRX6700173_val_2.fq.gz	4.1 Gbp	pass	warn	118.8408426	57552106	4.4	35211323	15029073	35211323	4262818364	3.917578508	4436626698	0.357	0.07	0.573		
SRX6700174	0	710017	0	47202	0	0	4308291	13957030	0	0	0	5035834	81806040	0	70.59095636	0	57747666	33924505	6978515	17.06	82.94	40903020	pass	pass	pass	warn	8.642214592	Sanger / Illumina 1.9	fail	40903020	20-126	fail	48		pass	0	Conventional base calls	122	pass	SRX6700174_val_2.fq.gz	4.8 Gbp	pass	warn	118.4005491	59603405	4.4	41194230	18092463	41194230	4994807201	3.76971	5190472980	0.3544	0.0302	0.6154		
SRX6700175	0	521631	0	39756	0	0	3681637	13379984	0	0	0	4146769	72910732	0	70.14187568	0	51140955	29765374	6689992	18.35	81.65	36455366	pass	pass	pass	warn	8.458754464	Sanger / Illumina 1.9	fail	36455366	20-126	fail	48		pass	0	Conventional base calls	122	pass	SRX6700175_val_2.fq.gz	4.3 Gbp	pass	warn	118.4708669	189572937	4.4	36758439	14772044	36758439	4320380234	6.718748269	4631563314	0.3758	0.0308	0.5934		
SRX6700176	0	232652	0	46682	0	0	4706182	14836428	0	0	0	5267055	82344438	0	69.53164098	0	57255439	33754005	7418214	18.02	81.98	41172219	warn	pass	pass	warn	7.71854581	Sanger / Illumina 1.9	fail	41172219	20-126	fail	47		pass	0	Conventional base calls	122	pass	SRX6700176_val_2.fq.gz	4.8 Gbp	pass	pass	117.9850754	187965641	4.4	41437418	18250100	41437418	4858861438	6.938235473	5221114668	0.3703	0.0344	0.5953		
SRX6700177	0	158649	0	26593	0	0	2917680	11553726	0	0	0	3767556	58450850	0	68.47915129	0	40026646	23448562	5776863	19.77	80.23	29225425	warn	pass	pass	warn	9.306444988	Sanger / Illumina 1.9	fail	29225425	20-126	fail	47		pass	0	Conventional base calls	122	pass	SRX6700177_val_2.fq.gz	3.4 Gbp	pass	warn	118.8826143	43311767	4.4	29425882	13301536	29425882	3559489217	3.996371559	3707661132	0.3759	0.0325	0.5916		
SRX6700178	0	174641	0	27153	0	0	2744072	12039322	0	0	0	3247839	58387076	0	68.77215259	0	40154049	23173877	6019661	20.62	79.38	29193538	pass	pass	pass	warn	10.38657564	Sanger / Illumina 1.9	fail	29193538	20-126	fail	48		pass	0	Conventional base calls	126	pass	SRX6700178_val_1.fq.gz	3.5 Gbp	pass	warn	121.2311704	44227251	4.4	29428781	13011006	29428781	3562237835	3.93170261	3708026406	0.3867	0.0285	0.5848		
SRX6700179	0	5601878	0	27700	0	0	3091128	22196876	0	0	0	3787494	80514136	0	56.89567357	0	45809060	29158630	11098438	27.57	72.43	40257068	pass	pass	pass	warn	8.504646087	Sanger / Illumina 1.9	fail	40257068	20-126	fail	49		pass	0	Conventional base calls	126	pass	SRX6700179_val_1.fq.gz	4.8 Gbp	pass	warn	121.6120374	224848800	4.4	40557986	15680809	40557986	4772800541	6.604412327	5110306236	0.4405	0.0266	0.5329		
SRX6700180	0	11428987	0	25769	0	0	2740964	33165352	0	0	0	3716932	95984062	0	46.78491102	0	44906058	31409355	16582676	34.55	65.45	47992031	pass	pass	pass	warn	7.224134633	Sanger / Illumina 1.9	fail	47992031	20-126	fail	49		pass	0	Conventional base calls	126	pass	SRX6700180_val_1.fq.gz	5.8 Gbp	pass	warn	120.996724	65684299	4.4	48302062	21447289	48302062	5837577320	4.082813835	6086059812	0.5144	0.0219	0.4637		
SRX6700181	0	319040	0	27376	0	0	2965205	14373718	0	0	0	3949124	67468394	0	67.93392918	0	45833931	26547338	7186859	21.3	78.7	33734197	pass	pass	pass	warn	8.840806179	Sanger / Illumina 1.9	fail	33734197	20-126	fail	47		pass	0	Conventional base calls	126	pass	SRX6700181_val_1.fq.gz	4 Gbp	pass	warn	121.1272343	159691150	4.4	33933614	14482186	33933614	4004870058	6.332750175	4275635364	0.4102	0.0279	0.5619		
SRX6700182	0	8288847	0	25018	0	0	2764601	25916474	0	0	0	3993475	87744514	0	53.28663511	0	46756099	30914020	12958237	29.54	70.46	43872257	pass	pass	pass	warn	7.412901547	Sanger / Illumina 1.9	fail	43872257	20-126	fail	49		pass	0	Conventional base calls	126	pass	SRX6700182_val_1.fq.gz	5.2 Gbp	pass	warn	120.2615283	217039715	4.4	44142686	19396816	44142686	5169335973	7.059402828	5561978436	0.4852	0.0231	0.4918		
SRX6700183	0	671978	0	25778	0	0	1545262	15676516	0	0	0	8480834	60200786	0	56.14614068	0	33800418	22262135	7838258	26.04	73.96	30100393	pass	pass	pass	warn	11.02213718	Sanger / Illumina 1.9	fail	30100393	20-126	fail	48		pass	0	Conventional base calls	126	pass	SRX6700183_val_1.fq.gz	3.6 Gbp	pass	warn	120.4726005	42010469	4.4	30265252	13551431	30265252	3642303516	4.487262284	3813421752	0.3845	0.0408	0.5747		
SRX6700184	0	1905874	0	33471	0	0	2149678	22333012	0	0	0	9724872	80001842	0	54.81740658	0	43854935	28834415	11166506	27.92	72.08	40000921	pass	pass	pass	warn	10.38193908	Sanger / Illumina 1.9	fail	40000921	20-126	fail	47		pass	0	Conventional base calls	126	pass	SRX6700184_val_1.fq.gz	4.8 Gbp	pass	warn	121.1620027	58378643	4.4	40303368	17285040	40303368	4876311622	3.976050118	5078224368	0.3957	0.0479	0.5565		
SRX6700185	0	1379494	0	33312	0	0	1906317	20066944	0	0	0	9761484	77159214	0	57.04006135	0	44011663	28546135	10033472	26.01	73.99	38579607	pass	pass	pass	warn	10.48589117	Sanger / Illumina 1.9	fail	38579607	20-126	fail	48		pass	0	Conventional base calls	126	pass	SRX6700185_val_1.fq.gz	4.6 Gbp	pass	warn	120.6092499	228613343	4.4	38994162	16753271	38994162	4541001173	7.576698663	4913264412	0.391	0.0414	0.5676		
SRX6922015	0	8109	0	11147	0	0	781153	6218892	0	0	0	901327	18905148	0	58.1033272	0	10984520	6343128	3109446	32.9	67.1	9452574	warn	pass	pass	warn	26.60121903	Sanger / Illumina 1.9	fail	9452574	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX6922015_val_2.fq.gz	1.3 Gbp	pass	warn	145.8447949	25938042	4.4	9479933	3002685	9479933	1383914046	2.677649304	1421989950	0.3662	0.0273	0.6066		
SRX6922016	0	4028	0	6716	0	0	446228	3807690	0	0	0	443513	11632176	0	59.52455499	0	6924001	3912243	1903845	32.73	67.27	5816088	pass	pass	pass	warn	25.65425366	Sanger / Illumina 1.9	fail	5816088	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX6922016_val_2.fq.gz	853.4 Mbp	pass	warn	146.238974	14367803	4.4	5830798	1810306	5830798	853848955	2.374831598	874619700	0.3663	0.021	0.6127		
SRX6922017	0	4920	0	13541	0	0	893286	6535748	0	0	0	973349	21445910	0	60.73449903	0	13025066	7455081	3267874	30.48	69.52	10722955	warn	pass	pass	warn	19.6082146	Sanger / Illumina 1.9	fail	10722955	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX6922017_val_2.fq.gz	1.5 Gbp	pass	pass	146.54281	3342085	4.4	10739613	3735044	10739613	1596050531	0.92439203	1610941950	0.3714	0.0276	0.601		
SRX6922018	0	5386	0	10250	0	0	686265	4795218	0	0	0	766677	16191990	0	61.31546524	0	9928194	5698386	2397609	29.61	70.39	8095995	warn	pass	pass	warn	18.31190678	Sanger / Illumina 1.9	fail	8095995	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX6922018_val_1.fq.gz	1.2 Gbp	pass	warn	147.9866769	2503181	4.4	8107854	2830865	8107854	1204002979	1.001096879	1216178100	0.3774	0.0289	0.5937		
SRX6922019	0	6610	0	6383	0	0	1102556	10455174	0	0	0	1278526	28975494	0	55.65477158	0	16126245	9260160	5227587	36.08	63.92	14487747	fail	pass	pass	warn	14.43729551	Sanger / Illumina 1.9	fail	14487747	20-150	fail	47		pass	0	Conventional base calls	150	pass	SRX6922019_val_1.fq.gz	2.1 Gbp	pass	warn	147.977633	15125552	4.4	14503864	5035666	14503864	2141499072	1.566503381	2175579600	0.3077	0.0349	0.6574		
SRX6922020	0	4789	0	4323	0	0	661059	6768886	0	0	0	845324	17718514	0	53.2444933	0	9434133	5474814	3384443	38.2	61.8	8859257	fail	pass	pass	warn	18.0604323	Sanger / Illumina 1.9	fail	8859257	20-150	fail	47		pass	0	Conventional base calls	150	pass	SRX6922020_val_1.fq.gz	1.3 Gbp	pass	warn	147.952213	2245729	4.4	8870399	3047728	8870399	1316627738	1.047086458	1330559850	0.328	0.0403	0.6316		
SRX6922021	0	6839	0	5634	0	0	823323	8278956	0	0	0	1044162	21910744	0	53.63501121	0	11751830	6815894	4139478	37.78	62.22	10955372	fail	pass	pass	warn	16.41413787	Sanger / Illumina 1.9	fail	10955372	20-150	fail	47		pass	0	Conventional base calls	150	pass	SRX6922021_val_1.fq.gz	1.6 Gbp	pass	warn	147.9848098	12226233	4.4	10970213	3791542	10970213	1618999496	1.612393731	1645531950	0.3264	0.0387	0.6348		
SRX6922023	0	6257	0	11569	0	0	740726	5103038	0	0	0	790736	17747470	0	62.51676436	0	11095144	6322216	2551519	28.75	71.25	8873735	warn	pass	pass	warn	18.56444015	Sanger / Illumina 1.9	fail	8873735	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX6922023_val_1.fq.gz	1.3 Gbp	pass	warn	148.0112372	2878811	4.4	8890888	3086061	8890888	1320221005	1.005688446	1333633200	0.3657	0.0251	0.6091		
SRX6922024	0	8026	0	12169	0	0	838237	5329480	0	0	0	926741	19133704	0	62.8161228	0	12019051	6902112	2664740	27.85	72.15	9566852	warn	pass	pass	warn	17.21397599	Sanger / Illumina 1.9	fail	9566852	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX6922024_val_1.fq.gz	1.4 Gbp	pass	warn	147.7880239	3047031	4.4	9580513	3398691	9580513	1420554517	1.149725003	1437076950	0.3698	0.0263	0.6039		
SRX6922025	0	8073	0	12106	0	0	830338	5434356	0	0	0	912223	18825424	0	61.76927542	0	11628328	6695534	2717178	28.87	71.13	9412712	warn	pass	pass	warn	16.43408562	Sanger / Illumina 1.9	fail	9412712	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX6922025_val_1.fq.gz	1.3 Gbp	pass	warn	147.7785067	20097006	4.4	9433735	3088375	9433735	1381597290	2.364772807	1415060250	0.3724	0.0278	0.5998		
SRX6922026	0	11429	0	16195	0	0	996067	7405560	0	0	0	1146179	23854536	0	59.85908089	0	14279106	8224488	3702780	31.04	68.96	11927268	warn	pass	pass	warn	19.40230529	Sanger / Illumina 1.9	fail	11927268	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX6922026_val_1.fq.gz	1.7 Gbp	pass	warn	147.3154657	47853260	4.4	11954856	3157423	11954856	1732116281	3.407938386	1793228400	0.3715	0.0295	0.599		
SRX6922027	0	10156	0	16543	0	0	989198	7366102	0	0	0	1159258	23934694	0	60.13629002	0	14393437	8284296	3683051	30.78	69.22	11967347	warn	pass	pass	warn	18.93192799	Sanger / Illumina 1.9	fail	11967347	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX6922027_val_1.fq.gz	1.7 Gbp	pass	warn	147.3403283	12222927	4.4	11997303	3514262	11997303	1773133672	1.470429257	1799595450	0.3684	0.0295	0.6022		
SRX6922028	0	6430	0	13350	0	0	834383	6132998	0	0	0	933924	19907138	0	60.20982524	0	11986053	6887070	3066499	30.81	69.19	9953569	warn	pass	pass	warn	21.65564508	Sanger / Illumina 1.9	fail	9953569	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX6922028_val_2.fq.gz	1.4 Gbp	pass	pass	144.5373362	10384549	4.4	9979435	2931710	9979435	1474017830	1.529640372	1496915250	0.3689	0.03	0.6011		
SRX6922029	0	9428	0	11720	0	0	809226	5562602	0	0	0	903539	18845194	0	61.28182602	0	11548679	6641296	2781301	29.52	70.48	9422597	warn	pass	pass	warn	20.14637782	Sanger / Illumina 1.9	fail	9422597	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX6922029_val_2.fq.gz	1.3 Gbp	pass	pass	146.3800553	20814238	4.4	9439806	3027433	9439806	1384360986	2.232384437	1415970900	0.3718	0.0287	0.5995		
SRX7101023	0	2457427	0	45937	0	0	3298921	14472706	0	0	0	3712837	76627002	0	68.69533275	0	52639174	31077148	7236353	18.89	81.11	38313501	pass	pass	pass	warn	9.174847571	Sanger / Illumina 1.9	fail	38313501	20-126	fail	49		pass	0	Conventional base calls	126	pass	SRX7101023_val_1.fq.gz	4.6 Gbp	pass	pass	120.2576477	226192391	4.4	38601924	15834238	38601924	4494589841	7.591787538	4863842424	0.3936	0.0221	0.5843		
SRX7101024	0	740800	0	45638	0	0	3279375	10226780	0	0	0	3788189	70304936	0	74.28234342	0	52224154	30039078	5113390	14.55	85.45	35152468	pass	pass	pass	warn	9.147188895	Sanger / Illumina 1.9	fail	35152468	20-126	fail	49		pass	0	Conventional base calls	122	pass	SRX7101024_val_1.fq.gz	4.1 Gbp	pass	warn	118.6712706	383738797	4.4	35458017	14380670	35458017	3965113769	11.24952956	4467710142	0.3794	0.023	0.5976		
SRX7101025	0	901182	0	46586	0	0	3352267	10850696	0	0	0	3819639	72222768	0	73.73353234	0	53252398	30686036	5425348	15.02	84.98	36111384	pass	pass	pass	warn	9.277313587	Sanger / Illumina 1.9	fail	36111384	20-126	fail	49		pass	0	Conventional base calls	126	pass	SRX7101025_val_1.fq.gz	4.3 Gbp	pass	pass	120.1287156	99083840	4.4	36397642	15666391	36397642	4366158756	4.795883154	4586102892	0.3799	0.0237	0.5964		
SRX7101026	0	996347	0	24696	0	0	2660790	9275310	0	0	0	3826258	63734044	0	73.66650546	0	46950643	27229367	4637655	14.55	85.45	31867022	warn	pass	pass	warn	8.318745131	Sanger / Illumina 1.9	fail	31867022	20-126	fail	49		pass	0	Conventional base calls	126	pass	SRX7101026_val_1.fq.gz	3.8 Gbp	pass	warn	120.4316545	78483439	4.4	32142905	14623602	32142905	3864832189	4.572186797	4050006030	0.4062	0.0144	0.5794		
SRX7101027	0	908164	0	26649	0	0	2934347	10301462	0	0	0	4957603	71746664	0	73.33921337	0	52618439	30722601	5150731	14.36	85.64	35873332	pass	pass	pass	warn	7.551394202	Sanger / Illumina 1.9	fail	35873332	20-126	fail	48		pass	0	Conventional base calls	126	pass	SRX7101027_val_1.fq.gz	4.3 Gbp	pass	warn	120.096508	372894876	4.4	36165886	13795471	36165886	4096908283	10.09443235	4556901636	0.4229	0.0129	0.5642		
SRX7101028	0	618458	0	28950	0	0	2950412	10929120	0	0	0	5239152	76453544	0	74.1462711	0	56687452	32762212	5464560	14.3	85.7	38226772	pass	pass	pass	warn	7.040862192	Sanger / Illumina 1.9	fail	38226772	20-126	fail	48		pass	0	Conventional base calls	122	pass	SRX7101028_val_2.fq.gz	4.3 Gbp	pass	warn	113.4664115	405494506	4.4	38587949	15288635	38587949	4340169287	10.73433835	4862081574	0.4213	0.0115	0.5672		
SRX7101029	0	384620	0	48010	0	0	3568864	13933516	0	0	0	4765906	81655902	0	72.19929553	0	58954986	33861193	6966758	17.06	82.94	40827951	pass	pass	pass	warn	8.923260955	Sanger / Illumina 1.9	fail	40827951	20-126	fail	48		pass	0	Conventional base calls	122	pass	SRX7101029_val_2.fq.gz	4.8 Gbp	pass	warn	117.7421462	75210609	4.4	41120555	18416297	41120555	4947761696	4.505301623	5181189930	0.3717	0.0224	0.6059		
SRX7101030	0	360753	0	38831	0	0	3184444	12694846	0	0	0	3906357	72337122	0	72.09561226	0	52151891	29821138	6347423	17.55	82.45	36168561	pass	pass	pass	warn	9.789772135	Sanger / Illumina 1.9	fail	36168561	20-126	fail	49		pass	0	Conventional base calls	126	pass	SRX7101030_val_1.fq.gz	4.3 Gbp	pass	warn	121.3984153	219263224	4.4	36471868	13984722	36471868	4275798278	6.955939388	4595455368	0.3751	0.022	0.6029		
SRX7101031	0	389201	0	38806	0	0	3075270	12506144	0	0	0	3930752	69883896	0	71.46671245	0	49943723	28688876	6253072	17.9	82.1	34941948	pass	pass	pass	warn	10.66458883	Sanger / Illumina 1.9	fail	34941948	20-126	fail	48		pass	0	Conventional base calls	126	pass	SRX7101031_val_1.fq.gz	4.2 Gbp	pass	warn	121.0138361	66638224	4.4	35245167	14997014	35245167	4257991495	4.118532638	4440891042	0.3767	0.0226	0.6007		
SRX7101032	0	562426	0	25133	0	0	3127005	13819648	0	0	0	7192365	76427162	0	67.64687272	0	51700585	31303757	6909824	18.08	81.92	38213581	pass	pass	pass	warn	9.050470998	Sanger / Illumina 1.9	fail	38213581	20-126	fail	48		pass	0	Conventional base calls	126	pass	SRX7101032_val_1.fq.gz	4.6 Gbp	pass	warn	121.0946937	67637813	4.4	38476340	16301706	38476340	4652158963	4.039998265	4848018840	0.4469	0.0215	0.5316		
SRX7101033	0	321305	0	24286	0	0	3538474	12777508	0	0	0	5402264	75594428	0	70.81287922	0	53530591	31408460	6388754	16.9	83.1	37797214	pass	pass	pass	warn	8.967045475	Sanger / Illumina 1.9	fail	37797214	20-126	fail	48		pass	0	Conventional base calls	126	pass	SRX7101033_val_1.fq.gz	4.5 Gbp	pass	warn	120.1285255	216876882	4.4	38077568	16330648	38077568	4434580514	7.570033243	4797773568	0.4231	0.0192	0.5577		
SRX7101034	0	2335828	0	25136	0	0	3501578	14951508	0	0	0	5586282	80227084	0	67.09299318	0	53826752	32637788	7475754	18.64	81.36	40113542	pass	pass	pass	warn	8.828307039	Sanger / Illumina 1.9	fail	40113542	20-126	fail	48		pass	0	Conventional base calls	126	pass	SRX7101034_val_1.fq.gz	4.8 Gbp	pass	warn	119.7041421	222499439	4.4	40397480	17747385	40397480	4698025674	7.702366465	5090082480	0.4384	0.0182	0.5434		
SRX7101035	0	540106	0	17780	0	0	2292230	22890832	0	0	0	9748793	68287110	0	48.0286382	0	32797369	22698139	11445416	33.52	66.48	34143555	warn	pass	pass	warn	21.99204532	Sanger / Illumina 1.9	fail	34143555	20-126	fail	46		pass	0	Conventional base calls	126	pass	SRX7101035_val_1.fq.gz	4.1 Gbp	pass	warn	120.6674938	62030927	4.4	34433857	14854628	34433857	4149419191	4.361865877	4338665982	0.4494	0.0579	0.4927		
SRX7101036	0	561071	0	24650	0	0	1982529	15742573	0	0	0	33088703	79149686	0	35.06035387	0	27750160	63407113	15742573	19.89	80.11	79149686	warn	pass	pass	warn	11.5146765	Sanger / Illumina 1.9	fail	79149686	20-126	fail	49		pass	0	Conventional base calls	122	pass	SRX7101036_trimmed.fq.gz	8.7 Gbp	pass	pass	110.3971408	451341599	4.4	79431504	32180367	79431504	8729229598	7.255560332	9412132554			0.6017	0.0247	0.3736
SRX7101037	0	82854	0	22453	0	0	1618968	16248168	0	0	0	28603384	71286230	0	34.66364121	0	24710403	55038062	16248168	22.79	77.21	71286230	warn	pass	pass	warn	13.32181903	Sanger / Illumina 1.9	fail	71286230	20-126	fail	49		pass	0	Conventional base calls	122	pass	SRX7101037_trimmed.fq.gz	7.6 Gbp	pass	pass	107.5315728	437198183	4.4	71594379	27856035	71594379	7653456043	7.241860333	8250980529			0.6233	0.021	0.3557
SRX7101038	0	173518	0	26946	0	0	2013879	14141944	0	0	0	34224602	79810502	0	36.62376788	0	29229613	65668558	14141944	17.72	82.28	79810502	pass	pass	pass	warn	11.3007491	Sanger / Illumina 1.9	fail	79810502	20-126	fail	48		pass	0	Conventional base calls	122	pass	SRX7101038_trimmed.fq.gz	8.8 Gbp	pass	pass	111.6060792	457821280	4.4	80131547	31065902	80131547	8900141665	6.917494426	9561562197			0.6138	0.0226	0.3636
SRX7101039	0	193247	0	18588	0	0	1912168	14931815	0	0	0	34279110	80913728	0	36.55597231	0	29578800	65981913	14931815	18.45	81.55	80913728	pass	pass	pass	warn	11.14903702	Sanger / Illumina 1.9	fail	80913728	20-126	fail	49		pass	0	Conventional base calls	122	pass	SRX7101039_trimmed.fq.gz	8.8 Gbp	pass	pass	109.8426011	450866701	4.4	81185554	32999361	81185554	8878296917	7.245121338	9571784304			0.6253	0.0238	0.3509
SRX7101040	0	205012	0	20347	0	0	2043957	13687642	0	0	0	36084128	82979739	0	37.28458702	0	30938653	69292097	13687642	16.5	83.5	82979739	warn	pass	pass	warn	10.51454397	Sanger / Illumina 1.9	fail	82979739	20-126	fail	49		pass	0	Conventional base calls	122	pass	SRX7101040_trimmed.fq.gz	9.1 Gbp	pass	pass	110.5608515	470193781	4.4	83253400	35034406	83253400	9165933193	7.517294077	9910969950			0.6318	0.0213	0.3469
SRX7101041	0	857895	0	15370	0	0	1553257	13879616	0	0	0	28842923	69618645	0	35.14803254	0	24469584	55739029	13879616	19.94	80.06	69618645	warn	pass	pass	warn	12.00032588	Sanger / Illumina 1.9	fail	69618645	20-126	fail	49		pass	0	Conventional base calls	122	pass	SRX7101041_trimmed.fq.gz	7.8 Gbp	pass	pass	112.5677248	241423447	4.4	69879896	28197443	69879896	7828027826	5.464782985	8280541446			0.6118	0.0204	0.3679
SRX7551986	0	7682	0	10399	0	0	563237	3613416	0	0	0	732980	13505092	0	63.51217748	0	8577378	4945838	1806708	26.76	73.24	6752546	warn	pass	pass	warn	21.56759472	Sanger / Illumina 1.9	fail	6752546	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX7551986_val_1.fq.gz	1 Gbp	pass	warn	148.0851501	898068	4.4	6757618	2321894	6757618	1004305021	0.921200241	1013642700	0.3559	0.0252	0.6189		
SRX7551987	0	12743	0	10114	0	0	553746	3504804	0	0	0	599122	12835022	0	63.53314392	0	8154493	4665109	1752402	27.31	72.69	6417511	warn	pass	pass	warn	21.37509141	Sanger / Illumina 1.9	fail	6417511	20-150	fail	49		pass	0	Conventional base calls	150	pass	SRX7551987_val_1.fq.gz	953.8 Mbp	pass	warn	148.0914965	4909211	4.4	6423648	2094197	6423648	950850495	1.317704519	963547200	0.3518	0.0237	0.6245		
SRX7551988	0	62612	0	5887	0	0	364774	2234594	0	0	0	457850	8522002	0	63.32179927	0	5396285	3143704	1117297	26.22	73.78	4261001	warn	pass	pass	warn	24.75963561	Sanger / Illumina 1.9	fail	4261001	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX7551988_val_2.fq.gz	630.5 Mbp	pass	warn	147.4768258	2687662	4.4	4264158	1417581	4264158	630605830	1.409871148	639623700	0.3685	0.0256	0.6059		
SRX7551989	0	38472	0	8235	0	0	500389	3113650	0	0	0	643873	11583978	0	62.83988972	0	7279359	4235164	1556825	26.88	73.12	5791989	warn	pass	pass	warn	23.2625617	Sanger / Illumina 1.9	fail	5791989	20-150	fail	48		pass	0	Conventional base calls	150	pass	SRX7551989_val_2.fq.gz	857.3 Mbp	pass	warn	147.5057914	578651	4.4	5796894	2033957	5796894	860603297	1.027079099	869534100	0.3678	0.028	0.6042		
